43663,419.4589
43669,714.7043
43691,874.794
43696,419.4589
43697,3578.27
43698,3399.99
43699,3399.99
43700,699.0982
43701,3399.99
43702,3578.27
43703,3578.27
43704,3374.99
43705,3399.99
43706,3578.27
43707,3578.27
43708,699.0982
43709,3578.27
43710,3578.27
43711,3578.27
43712,3578.27
43713,3578.27
43714,3578.27
43715,3578.27
43716,3578.27
43717,699.0982
43718,3578.27
43719,3578.27
43720,3578.27
43721,3578.27
43722,3578.27
43723,699.0982
43724,3578.27
43725,3578.27
43726,699.0982
43727,3578.27
43728,3578.27
43729,3399.99
43730,3399.99
43731,3578.27
43732,3374.99
43733,3578.27
43734,3578.27
43735,3578.27
43736,3399.99
43737,3578.27
43738,3578.27
43739,3578.27
43740,3578.27
43741,3578.27
43742,3578.27
43743,3399.99
43744,3578.27
43745,3578.27
43746,3578.27
43747,3578.27
43748,3578.27
43749,3578.27
43750,3578.27
43751,3578.27
43752,3578.27
43753,3578.27
43754,3578.27
43755,3578.27
43756,699.0982
43757,3374.99
43758,3578.27
43759,3578.27
43760,3578.27
43761,3578.27
43762,3578.27
43763,3578.27
43764,3578.27
43765,3399.99
43766,3578.27
43767,3374.99
43768,3578.27
43769,3578.27
43770,3578.27
43771,699.0982
43772,3578.27
43773,3578.27
43774,3578.27
43775,3399.99
43776,3578.27
43777,3578.27
43778,3399.99
43779,699.0982
43780,3578.27
43781,3578.27
43782,3578.27
43783,3578.27
43784,3578.27
43785,3578.27
43786,3578.27
43787,3399.99
43788,3374.99
43789,3374.99
43790,3399.99
43791,3578.27
43792,3578.27
43793,3399.99
43794,3399.99
43795,3578.27
43796,699.0982
43797,3578.27
43798,3578.27
43799,3578.27
43800,3578.27
43801,3578.27
43802,3578.27
43803,3578.27
43804,3578.27
43805,699.0982
43806,3578.27
43807,3578.27
43808,3578.27
43809,3578.27
43810,3399.99
43811,3399.99
43812,3578.27
43813,3374.99
43814,3374.99
43815,3578.27
43816,3578.27
43817,3578.27
43818,3578.27
43819,3399.99
43820,3578.27
43821,3578.27
43822,3578.27
43823,699.0982
43824,699.0982
43825,3578.27
43826,3374.99
43827,699.0982
43828,3578.27
43829,3578.27
43830,3578.27
43831,3374.99
43832,3578.27
43833,3578.27
43834,3374.99
43835,3374.99
43836,699.0982
43837,3374.99
43838,3578.27
43839,3578.27
43840,699.0982
43841,3578.27
43842,3578.27
43852,2024.994
43868,2146.962
43874,419.4589
43882,2024.994
43887,419.4589
43893,419.4589
43903,20.1865
43918,3578.27
43919,3578.27
43920,3578.27
43921,3578.27
43922,3578.27
43923,3578.27
43924,3578.27
43925,3578.27
43926,3374.99
43927,3578.27
43928,3578.27
